settlement_id,order_id,settlement_date,type,gross_amount,marketplace_fee,shipping_fee,net_amount
ST-1200066,MLB-120057,2026-07-25,payment,603.09,-120.62,-21.90,460.57
ST-1200082,MLB-120070,2026-07-25,payment,70.18,-18.18,0.00,52.00
ST-1200141,MLB-120120,2026-07-25,payment,26.13,-9.39,0.00,16.74
ST-1200143,MLB-120122,2026-07-25,payment,42.04,-12.98,0.00,29.06
ST-1200173,MLB-120148,2026-07-25,payment,49.80,-12.23,0.00,37.57
ST-1200218,MLB-120184,2026-07-25,payment,7.47,0.00,0.00,7.47
ST-1200285,MLB-120243,2026-07-25,payment,740.54,0.00,0.00,740.54
ST-1200326,MLB-120281,2026-07-25,refund,-129.57,14.25,0.00,-115.32
ST-1200343,MLB-120297,2026-07-25,payment,64.42,-13.98,0.00,50.44
ST-1200402,MLB-120347,2026-07-25,payment,19.67,-11.82,0.00,7.85
ST-1200417,MLB-120362,2026-07-25,payment,194.43,-19.44,-21.90,153.09
ST-1200440,MLB-120382,2026-07-25,payment,1889.18,-321.16,-21.90,1546.12
ST-1200442,MLB-120384,2026-07-25,payment,6072.45,-728.69,-39.90,5303.86
ST-1200010,MLB-120008,2026-07-26,payment,461.52,-78.46,-21.90,361.16
ST-1200074,MLB-120063,2026-07-26,payment,1791.97,-507.73,-21.90,1262.34
ST-1200097,MLB-120083,2026-07-26,payment,155.23,-18.63,-21.90,114.70
ST-1200114,MLB-120097,2026-07-26,payment,405.90,-40.59,-21.90,343.41
ST-1200205,MLB-120175,2026-07-26,payment,470.84,-84.75,-21.90,364.19
ST-1200318,MLB-120275,2026-07-26,payment,64.74,-17.26,0.00,47.48
ST-1200322,MLB-120278,2026-07-26,payment,143.63,-21.54,-21.90,100.19
ST-1200360,MLB-120313,2026-07-26,payment,2480.77,-322.50,-21.90,2136.37
ST-1200423,MLB-120368,2026-07-26,payment,498.96,-54.89,-21.90,422.17
ST-1200015,MLB-120012,2026-07-27,payment,611.79,-73.41,-21.90,516.48
ST-1200028,MLB-120024,2026-07-27,payment,166.34,-21.62,-21.90,122.82
ST-1200051,MLB-120045,2026-07-27,payment,1862.50,-316.63,-21.90,1523.97
ST-1200061,MLB-120052,2026-07-27,payment,2467.13,0.00,0.00,2467.13
ST-1200062,MLB-120052,2026-07-27,refund,-1233.56,0.00,0.00,-1233.56
ST-1200065,MLB-120055,2026-07-27,payment,176.70,-38.19,-21.90,116.61
ST-1200073,MLB-120062,2026-07-27,refund,-80.98,13.77,0.00,-67.21
ST-1200122,MLB-120103,2026-07-27,payment,151.73,-15.17,-21.90,114.66
ST-1200166,MLB-120141,2026-07-27,payment,1022.61,-122.71,-21.90,878.00
ST-1200229,MLB-120195,2026-07-27,payment,587.68,-107.74,-39.90,440.04
ST-1200238,MLB-120202,2026-07-27,payment,27.72,-10.96,0.00,16.76
ST-1200292,MLB-120250,2026-07-27,payment,349.45,-52.42,-21.90,275.13
ST-1200313,MLB-120269,2026-07-27,payment,169.26,-45.83,-21.90,101.53
ST-1200317,MLB-120273,2026-07-27,payment,2084.16,-312.62,-21.90,1749.64
ST-1200320,MLB-120276,2026-07-27,payment,17.80,-9.45,0.00,8.35
ST-1200333,MLB-120287,2026-07-27,refund,-2084.45,250.14,0.00,-1834.31
ST-1200398,MLB-120344,2026-07-27,payment,699.38,-90.92,-21.90,586.56
ST-1200427,MLB-120372,2026-07-27,payment,37.53,-10.75,0.00,26.78
ST-1200439,MLB-120381,2026-07-27,payment,66.25,-14.20,0.00,52.05
ST-1200004,MLB-120003,2026-07-28,refund,-43.92,20.41,0.00,-23.51
ST-1200008,MLB-120005,2026-07-28,refund,-833.56,133.37,0.00,-700.19
ST-1200042,MLB-120035,2026-07-28,payment,58.50,0.00,0.00,58.50
ST-1200100,MLB-120085,2026-07-28,payment,39.81,-12.62,0.00,27.19
ST-1200108,MLB-120091,2026-07-28,payment,77.79,-20.25,0.00,57.54
ST-1200145,MLB-120124,2026-07-28,payment,908.82,-136.32,-21.90,750.60
ST-1200167,MLB-120142,2026-07-28,payment,1668.23,-266.92,-39.90,1361.41
ST-1200185,MLB-120158,2026-07-28,payment,231.93,-41.94,-21.90,168.09
ST-1200199,MLB-120171,2026-07-28,payment,157.48,-31.40,-21.90,104.18
ST-1200210,MLB-120178,2026-07-28,payment,103.26,-29.02,-21.90,52.34
ST-1200253,MLB-120213,2026-07-28,payment,72.79,-15.71,0.00,57.08
ST-1200262,MLB-120220,2026-07-28,payment,381.13,-41.92,-21.90,317.31
ST-1200351,MLB-120304,2026-07-28,payment,28.16,0.00,0.00,28.16
ST-1200379,MLB-120329,2026-07-28,payment,1665.09,-183.16,-39.90,1442.03
ST-1200411,MLB-120356,2026-07-28,payment,1262.91,-189.44,-21.90,1051.57
ST-1200446,MLB-120389,2026-07-28,payment,215.04,-42.40,-21.90,150.74
ST-1200001,MLB-120001,2026-07-29,payment,37.41,-12.61,0.00,24.80
ST-1200026,MLB-120022,2026-07-29,payment,54.67,-10.93,-21.90,21.84
ST-1200046,MLB-120039,2026-07-29,payment,320.47,-57.68,-21.90,240.89
ST-1200048,MLB-120041,2026-07-29,payment,77.04,-27.22,0.00,49.82
ST-1200113,MLB-120096,2026-07-29,payment,34.18,-10.01,0.00,24.17
ST-1200119,MLB-120101,2026-07-29,payment,1042.58,-114.68,-39.90,888.00
ST-1200126,MLB-120107,2026-07-29,payment,22.09,-10.01,0.00,12.08
ST-1200142,MLB-120121,2026-07-29,payment,55.43,-14.56,0.00,40.87
ST-1200163,MLB-120139,2026-07-29,payment,1287.13,-386.14,-21.90,879.09
ST-1200184,MLB-120157,2026-07-29,payment,436.72,-69.88,-39.90,326.94
ST-1200208,MLB-120176,2026-07-29,payment,11.78,0.00,0.00,11.78
ST-1200212,MLB-120179,2026-07-29,payment,216.90,0.00,0.00,216.90
ST-1200223,MLB-120189,2026-07-29,payment,1967.10,-236.05,-39.90,1691.15
ST-1200261,MLB-120219,2026-07-29,refund,-110.93,29.34,0.00,-81.59
ST-1200299,MLB-120256,2026-07-29,payment,43.08,-18.10,0.00,24.98
ST-1200410,MLB-120355,2026-07-29,payment,2079.49,-249.54,-39.90,1790.05
ST-1200103,MLB-120087,2026-07-30,refund,-660.72,99.11,0.00,-561.61
ST-1200104,MLB-120088,2026-07-30,payment,787.74,-86.65,-21.90,679.19
ST-1200160,MLB-120135,2026-07-30,payment,2321.44,-255.36,-39.90,2026.18
ST-1200171,MLB-120146,2026-07-30,payment,350.62,-35.06,-21.90,293.66
ST-1200189,MLB-120161,2026-07-30,payment,146.42,-14.64,-21.90,109.88
ST-1200191,MLB-120163,2026-07-30,payment,572.22,-97.28,-21.90,453.04
ST-1200232,MLB-120196,2026-07-30,payment,1708.32,0.00,0.00,1708.32
ST-1200233,MLB-120197,2026-07-30,payment,1840.10,-294.42,-39.90,1505.78
ST-1200247,MLB-120208,2026-07-30,refund,-2714.18,461.41,0.00,-2252.77
ST-1200256,MLB-120215,2026-07-30,payment,5290.23,-634.83,-39.90,4615.50
ST-1200287,MLB-120245,2026-07-30,payment,862.45,-86.25,-21.90,754.30
ST-1200323,MLB-120279,2026-07-30,payment,117.28,-31.26,-21.90,64.12
ST-1200385,MLB-120333,2026-07-30,refund,-1293.87,168.20,0.00,-1125.67
ST-1200390,MLB-120336,2026-07-30,payment,868.92,0.00,0.00,868.92
ST-1200391,MLB-120337,2026-07-30,payment,379.77,-60.76,-21.90,297.11
ST-1200031,MLB-120027,2026-07-31,payment,62.13,-16.19,0.00,45.94
ST-1200034,MLB-120030,2026-07-31,payment,35.80,-12.34,0.00,23.46
ST-1200057,MLB-120049,2026-07-31,payment,259.90,-33.79,-21.90,204.21
ST-1200089,MLB-120077,2026-07-31,payment,39.06,-10.94,0.00,28.12
ST-1200093,MLB-120080,2026-07-31,payment,247.14,-44.49,-21.90,180.75
ST-1200131,MLB-120111,2026-07-31,payment,355.54,-100.74,-21.90,232.90
ST-1200157,MLB-120133,2026-07-31,refund,-1711.19,256.68,0.00,-1454.51
ST-1200181,MLB-120154,2026-07-31,refund,-162.17,19.46,0.00,-142.71
ST-1200190,MLB-120162,2026-07-31,payment,1188.57,-190.17,-39.90,958.50
ST-1200221,MLB-120188,2026-07-31,payment,2190.20,-262.82,-39.90,1887.48
ST-1200263,MLB-120221,2026-07-31,payment,48.64,-20.28,0.00,28.36
ST-1200265,MLB-120223,2026-07-31,payment,2065.70,-227.23,-39.90,1798.57
ST-1200266,MLB-120225,2026-07-31,payment,558.43,-67.01,-39.90,451.52
ST-1200316,MLB-120272,2026-07-31,payment,15.04,-8.51,0.00,6.53
ST-1200366,MLB-120317,2026-07-31,payment,368.82,-62.70,-21.90,284.22
ST-1200368,MLB-120320,2026-07-31,payment,298.30,-29.83,-21.90,246.57
ST-1200392,MLB-120338,2026-07-31,payment,27.73,-10.41,0.00,17.32
ST-1200412,MLB-120357,2026-07-31,payment,1372.40,-233.31,-21.90,1117.19
ST-1200457,MLB-120399,2026-07-31,payment,1540.85,-169.49,-39.90,1331.46
ST-1200067,MLB-120057,2026-08-01,payment,402.06,0.00,0.00,402.06
ST-1200403,MLB-120347,2026-08-01,payment,13.11,0.00,0.00,13.11
ST-1200075,MLB-120063,2026-08-02,payment,1194.65,0.00,0.00,1194.65
ST-1200098,MLB-120083,2026-08-02,refund,-155.23,18.63,0.00,-136.60
ST-1200115,MLB-120097,2026-08-02,refund,-405.90,40.59,0.00,-365.31
ST-1200206,MLB-120175,2026-08-02,refund,-282.50,50.85,0.00,-231.65
ST-1200319,MLB-120275,2026-08-02,refund,-45.32,12.08,0.00,-33.24
ST-1200052,MLB-120045,2026-08-03,refund,-1862.50,316.63,0.00,-1545.87
ST-1200230,MLB-120195,2026-08-03,payment,391.79,0.00,0.00,391.79
ST-1200428,MLB-120372,2026-08-03,refund,-11.26,3.23,0.00,-8.03
ST-1200200,MLB-120171,2026-08-04,refund,-78.74,15.70,0.00,-63.04
ST-1200027,MLB-120022,2026-08-05,payment,36.45,0.00,0.00,36.45
ST-1200037,MLB-120031,2026-08-05,chargeback,-1190.00,0.00,0.00,-1190.00
ST-1200120,MLB-120101,2026-08-05,refund,-312.77,34.40,0.00,-278.37
ST-1200127,MLB-120107,2026-08-05,refund,-4.42,2.00,0.00,-2.42
ST-1200164,MLB-120139,2026-08-05,payment,858.08,0.00,0.00,858.08
ST-1200172,MLB-120146,2026-08-06,refund,-350.62,35.06,0.00,-315.56
ST-1200035,MLB-120030,2026-08-07,refund,-17.90,6.17,0.00,-11.73
ST-1200090,MLB-120077,2026-08-07,refund,-27.34,7.66,0.00,-19.68
ST-1200094,MLB-120080,2026-08-07,refund,-148.28,26.69,0.00,-121.59
ST-1200132,MLB-120111,2026-08-07,payment,237.02,0.00,0.00,237.02
ST-1200222,MLB-120188,2026-08-07,refund,-2190.20,262.82,0.00,-1927.38
ST-1200458,MLB-120399,2026-08-07,refund,-1540.85,169.49,0.00,-1371.36
